date,countries,growth,Events & Listings,Business Services,Entertainment Industry,Performing Arts,Recruitment & Staffing,Internet & Telecom,Autos & Vehicles,Office Supplies,Programming,Vehicle Brands,Bankruptcy,Finance,Vehicle Licensing & Registration,Credit & Lending,Insurance,Health Insurance,Commercial Lending,Real Estate,Food & Drink,College Financing,Legal Services,Restaurants,Home Financing,Architecture,Doctors' Offices,Auto Financing,Advertising & Marketing,Hospitals & Treatment Centers,Agriculture & Forestry,Veterinarians,Emergency Services,Forestry,Mental Health,Aquaculture,Travel Agencies & Services,Home & Garden,Grocery & Food Retailers,Fire & Security Services,Tobacco Products,Government,Real Estate Agencies,Footwear,Education,Shopping,Medical Facilities & Services,Travel,Printing & Publishing,Social Services,Hotels & Accommodations,Fuel Economy & Gas Prices,Computers & Electronics,Chemicals Industry,Sports,Apparel,Pharmacy,Professional & Trade Associations,Consumer Electronics,Computer Hardware,Luxury Goods,Industrial Materials & Equipment,Unwanted Body & Facial Hair Remova,Agricultural Equipment,Boats & Watercraft,Alcoholic Beverages,Construction & Maintenance,Retail Trade,Building Materials & Supplies,Pharmaceuticals & Biotech,Freight & Trucking,Civil Engineering,Transportation & Logistics,Maritime Transport,Construction Consulting & Contract,Distribution & Logistics,Aviation,Home Improvement,Jobs,Import & Export,Entertainment Media,Developer Jobs,Rail Transport,Gifts & Special Event Items,Food Production,Mail & Package Delivery,Home Appliances,Home Furnishings,Birthday,Birthday card,Employment agency,Unemployment benefits,Unemployment benefits in Texas,Unemployment benefits in France,"A World Without Work: Technology, Automation, and How We Should Respond",Recruitment,Military recruitment,Recruitment advertising,Civil service entrance examination,Investment,investment,Return on investment,Investment fund,Job interview,economic crisis,Unemployment,Unemployment insurance in Japan,Natural rate of unemployment,Financial crisis,Financial crisis of 2007–2008,1997 Asian financial crisis,Government debt,National debt of the United States,Bureau of the Fiscal Service,Office Space,Job Search,Job,Temporary Solutions,United States housing bubble,Housing in Israel,Capital Returns: Investing Through the Capital Cycle: A Money Manager’s Reports 2002-15,The Poor Had No Lawyers: Who Owns Scotland and How They Got it,House price index,Case–Shiller index,Mortgage loan,Mortgage law,Mortgage calculator,Fixed-rate mortgage,Crisis 1,Crisis 2,Crisis hotline,Loan,loan,Loanword,Interest,Interest rate,Student loan,Student Loan Fund,Affordable Housing 2,Affordable Housing 1,Recession,Gingival recession,Coronavirus recession,Global recession,Stock market crash,Force,Strength training,Bankruptcy.1,Online banking,Personal bankruptcy,"Chapter 7, Title 11, United States Code",Bankruptcy proceedings,Export,commercial building,Baggage,Hand luggage,Bag tag,Luggage carrier,"Mergers, Acquisitions, and Other Restructuring Activities: An Integrated Approach to Process, Tools, Cases, and Solutions",Foreclosure,Deed in lieu of foreclosure,Abandoned pets,2010 United States foreclosure crisis
2021Q1,AM,-3.3,-0.277518192,0.147827806,-0.287862223,-0.164287802,0,-0.047997767,0.267529542,0.432427497,-0.178638292,0.020671942,-0.235862622,0.116318902,-0.457743705,0.385760175,-0.3377077,0.355222711,-0.024023685,0.04927162,0.03087383,0.138492248,-0.229348179,0.225602698,0.895013461,-0.153437993,0.417311237,0.417327341,0.044451517,0.032403367,0.022872874,0.07924745,-0.132999242,-0.311506122,-0.065259131,0.183048163,-0.18378864,0.039078313,0.098762307,0.208669293,0.317502813,-0.071591767,0.002316017,0.140683079,0.011882545,0.061646692,0.096103618,-0.198058484,-0.096767006,-0.004440281,0.037868391,-0.161717756,-0.076664899,0.060327287,0.014226659,0.112758009,-0.029337723,0.010981385,-0.106724903,-0.070451448,0.23549551,1.765639262,-0.139131226,-0.176182362,-0.111184176,0.036834798,-0.107298621,-0.042944291,-0.063064103,-0.129821589,0.30965941,-0.126161561,0.086533268,-0.006573941,-0.113642196,-0.575994246,-0.085926731,-0.111126761,-0.049219463,-0.118159851,-0.176541691,-0.96854641,-0.088128837,0.043819188,0.08555879,-0.002033506,0.028884039,0.054954112,-0.159472037,0,0,0.366204096,0,0,0,0.039261012,1.21252872,2.259973969,0,0,0,0,0,0.305430244,0,0,0,0,-0.536479304,0,0,0,-0.924196241,0,0,0,-0.270310072,0,0,0,0,0,0,0,-0.366204096,-0.074381184,0,-1.425555373,-0.23104906,0,0,0.23104906,0,0,0,-0.044510464,0,0,-0.013890899,0,0,0,0,0,0,0.270773873,0,-0.057090574,-0.366204096,0,0,0,0.23104906,0,-0.793182045,0,0,0,0,1.110734837,0,0,0
2021Q1,AU,1.219,-0.29880333,-0.195908857,-0.297994991,-0.307437073,0,-0.187896371,0.030065026,-0.070711026,-0.287109236,0.038386878,-0.38230048,-0.212887817,0.28821214,-0.189635683,-0.302951918,-0.235557398,-0.061886819,0.056633012,-0.008527369,-0.199050828,-0.112963539,0.04439434,-0.126145479,-0.043971979,-0.059538302,-0.081861251,-0.337760999,0.002761558,0.023647286,-0.033866272,-0.37478428,-0.138964601,-0.051901101,0.007964773,-0.328283247,0.064478258,-0.249994054,-0.252561901,-0.102543977,-0.225458433,-0.000851427,-0.003490433,-0.244784572,-0.075665707,-0.012811454,-0.370682471,-0.195671587,-0.240449946,-0.082345957,-0.1305092,-0.126876062,-0.082847388,-0.023519315,0.02069081,-0.096845047,-0.190207819,-0.097745598,-0.07293505,0.000560695,-0.058019601,0.014245218,0.09265205,0.164874127,-0.020500216,-0.020311104,-0.167952318,-0.03835539,0.302777917,0.00668025,-0.126022045,-0.149999017,-0.086761033,-0.173176546,-0.135199336,-0.419925882,0.031383479,-0.214609407,-0.268385812,-0.200201437,-0.369918155,-0.109697376,0.002271876,-0.125230983,-0.07053393,0.004357773,0.085126104,0.130600161,0,-0.574255533,-0.895192448,0,0,0,0,0,-1.05823831,0,0.182847259,0,0.147226922,0.112157412,0,-2.057928701,-0.221658768,-0.732408192,0.074381184,-0.522871973,-0.924306452,0,-0.147155774,0,0,0,0,-0.187964115,0,1.163877416,0,0,0,0.215000933,-0.854983119,-0.042536295,0.111400696,0.193656669,0.268236514,-0.403191357,-0.602216027,0.02753451,-0.036587811,-1.623791076,0,-0.237898663,-0.32960338,-0.269858334,-1.310608544,0.185753358,0,-1.65115896,0,-2.855780992,-2.013418237,-0.264849098,-0.191731267,-0.070393824,-0.422323332,-0.168916711,-1.34326868,-0.397974156,0,-0.278623055,0,-0.879881682,-0.942218899,-0.276113316,0.505499972,0,0,0,0.23104906,0
2021Q1,AZ,-1.302,-0.8162648,0.00182142,-0.131608903,-0.309292782,0,0.022993872,0.105403859,0.011850328,-0.051573334,0.049751306,-0.384790374,0.023601734,0.141895467,-0.105845012,-0.593222592,-0.78515536,-0.102317688,-0.122237703,-0.104928001,0.148138004,-0.854180872,-0.212266877,-0.270895329,0.232734291,-0.300054627,-0.368831648,0.174974642,-0.054467396,0.196511164,0.382188894,-0.367509361,0.3226304,-0.037799231,0.250035519,-0.585425952,-0.147100251,-0.035752084,-0.20341984,0.047322839,-0.000529241,-0.131349499,-0.340669747,0.054052942,-0.066228313,-0.057998919,-0.351870284,-0.097583502,-0.057430814,-0.379486066,-0.156379401,-0.003397923,0.189152341,-0.067415593,-0.150492889,-0.063033748,0.161142217,-0.028276403,0.033948525,0.065878597,-0.066368991,0.039658174,-0.30002166,-0.098215499,-0.197874903,-0.002891872,0.114778509,-0.042865386,0.218567735,-0.019999586,-0.018080083,0.106632916,-0.16749616,-0.654551463,0.009309992,-0.198480803,-0.182656253,-0.176225481,0.380633459,0.129312892,-0.523565695,-0.828302217,-0.060676967,-0.04942852,0.321559621,-0.127330917,-0.138192247,-0.193683802,0,0.321693632,0,0,0,0,-0.828302217,0,0,-2.491590727,0.058117796,0,0.366204096,0,-0.141271416,-0.924196241,0.366204096,0,0,0.366204096,0,0,0.767528364,0.597253156,0,0,0,-0.46623896,0,0,0,0,0,-0.366204096,0,-0.812905756,0,-0.23104906,0.693147181,0,0,0,-0.988653372,-0.963457253,0.026680903,-0.093571134,-0.767528364,-1.418875123,0,-3.521938212,0,-1.975642009,-0.205253506,0,0,0.044510464,0.349940708,0,0,0.732408192,0,-1.253733372,0,-0.501359132,0,-0.767528364,-1.452236276,0,0,0,-1.325520509,0,0,0
2021Q1,BN,-0.788,-0.157412994,-0.013026241,-0.190083015,-0.194029548,0,-0.096231235,0.068794167,-0.058932792,-0.149030143,0.197244972,-0.552742692,-0.137635813,0.591807683,0.007678024,-0.214855342,-0.337873025,0.047166521,-0.008016099,0.066568173,0.064990891,-0.562253999,0.24986283,-0.496269975,-0.084055043,0.067540639,-0.863422388,0.029071813,-0.030548197,0.266734774,0.204861619,-0.116452634,0.849815057,0.098152357,0.269772259,-0.667014073,0.13901152,0.068517787,-0.060773852,0.134042069,-0.109763277,0.157478578,0.140221443,-0.11089165,0.090804867,0.005534544,-0.428981257,0.033239343,-0.053937693,-0.341975935,-0.0196135,-0.022583379,0.268098808,0.229605935,0.101037975,0.171640235,-0.783791752,-0.00788473,0.029322924,-0.140404488,0.079301255,0.135829118,-0.015930221,0.615082718,-0.046759257,-0.016555914,0.179440958,-0.035746607,0.587978988,0.08315362,0,-0.060150755,0.364578991,0.136039914,-0.690028057,0.225149201,0.097653,-0.186941765,0.664748899,0.061231106,-0.195928888,-0.27829178,0.100760291,-0.085321146,-0.097384509,0.095539088,-0.155476789,0.1438042,0,-0.47467823,0.879685777,0,0,0,0.169106809,0,0.029003792,0,-0.305430244,0,-1.535056729,0.087454755,0.783791752,0,0.918190072,0,0,0,0,0,0.98147966,0,0,0,0,-0.24389974,0,0,0,0,0,0,0,-0.270310072,0,1.329661349,0,0.632373328,0,0,-0.24123661,0,0,0.03177006,0.693147181,-0.67163434,0,0,0,-0.693147181,0,0,0,0,0.221658768,1.327597359,0.311436412,-0.447911582,0,0,0,0,0,0.188861486,-1.045164739,1.829645909,0,0,0,0,0,0
2021Q1,CN,18.3,0,0,0,0,0,0,0,0,0.46209812,0,0,0,0,0,0,0,0,0,-0.23104906,0,0,0,0,0,0,0.23104906,0,0,0,-0.23104906,0,0,0,0,0,0,0,0,0,0,0,-0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0.366204096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23104906,0,0,0,0,0.23104906,0,0,0,0,0,0,-0.058611257,0,-0.800341722,0.351645742,0,0,0,0,0,-0.744530741,-0.366204096,0.258067858,0,1.113197513,0.527735218,0.341743023,-1.364781521,0.205793866,0,1.406502568,0.273660184,-1.01363089,-1.253733372,-2.671555457,2.524003012,0,0,0,-0.20993173,0,0,0,0,0,-0.65266091,0,0.641956466,0.149312178,1.189590361,0,-0.959108014,0,0,0.40866263,0,0,0.244027806,0.12646576,-1.278310975,0,1.474199533,0,-0.477210345,-1.16550252,0,0,-1.521449397,0.366460105,1.402557749,-0.527589888,0.012740404,0,0,0,0.094208572,0,-0.558737262,-1.185809743,0,0,0,-0.459638085,0,0,0
2021Q1,GE,-4.47,-0.291260902,-0.049714386,-0.176307463,-0.256557023,0,0.01384595,0.073415964,-0.029403123,-0.024802167,0.069119212,-0.347233372,-0.09505402,0.087092441,-0.018635877,-0.168007052,-0.57328028,-0.796634547,0.186602884,-0.033719801,0.106423587,0.106244166,-0.149885071,-0.009890417,0.041078311,0.153832526,-0.780583515,0.132674988,-0.074068048,0.375290169,-0.672137865,0.168088564,-0.344836467,0.163320722,0.425269876,-0.229880532,0.087328731,0.15582977,0.259026891,-0.079769496,-0.05785646,-0.199018661,0.130473279,0.136416701,0.100745198,0.016600008,-0.284795506,-0.190805632,0.077959216,-0.306119662,-0.313363367,0.021355251,0.230376339,0.166697176,0.150027699,-0.123240886,0.207902127,0.098462951,0.070293758,0.304303137,0.045058259,-0.0986584,0.303652935,-0.139849949,-0.101982473,0.020083853,0.104929492,0.036032165,0.648744924,0.115268182,0.070624955,-0.125053253,-0.199313012,-0.101281782,0.076983589,-0.46099586,0.005481589,0.040031028,-0.33806245,0.069980448,0.924196241,-0.51348168,0.091978781,-0.02772049,-0.827743173,0.114076506,0.06273576,0,0,2.316116225,0.767528364,0,0,0,0,0,-0.170275208,-1.996320472,0.270310072,0,0,0.366204096,-0.095894024,0.732408192,0,0,0,-0.366204096,0,0,0,0,0,0,0,-0.089020928,0,0,0,0,0,0,0,-0.23104906,-0.263932087,0.597253156,0,-0.46209812,0,0,-0.732408192,0,0,0.23104906,-0.060773852,-0.156667876,0,-2.23316678,0,0.305430244,0,0,0,0,-0.052868343,1.276213799,0,-0.099705483,0,-1.480883752,0,0.732408192,0,-0.85524466,-0.883936828,0,0,0,-0.055684695,0,0,0
2021Q1,HK,8.024,0.025445465,-0.000188484,-0.120499061,-0.154061419,0,-0.030832036,0.032539423,-0.02145476,-0.041216052,0.004163304,-0.013607332,0.038713876,0.108361943,-0.103046429,0.167752458,0.227738273,-0.148920458,0.076781202,0.089481635,-0.234799808,0.059289069,0.08754736,-0.097010944,0.059034807,-0.212773278,0.038198064,-0.051790312,-0.040594105,0.095852869,-0.445067567,-0.086699753,0.027287787,0.148013732,0.159152476,-0.509248566,0.047973253,-0.022480427,0.12626562,0.050524674,-0.125000376,0.122915842,0.134610475,-0.086270762,0.015247508,-0.070128166,-0.372900606,-0.018382288,-0.036535286,-0.123643846,0.263862841,0.037072485,-0.106972373,0.050307712,0.034122388,0.053744981,0.098200838,0.001382694,0.02151284,0.30334969,-0.089231512,-0.220761202,0.33966034,-0.034653645,0.030827162,0.188704989,-0.029293529,0.173819961,0.316709977,0.091526582,0.165468936,-0.132869404,0.076524814,-0.148490148,-0.056159191,-0.534625857,0.073695079,0.007584349,-0.175421704,-0.109846153,-0.042532219,0.029823801,0.121217152,0.212698043,-0.213180542,0.121052882,0.140462785,0.245986309,0.206769952,0.049655321,-0.841909548,0,0,0,0.144269675,0,-0.321693632,-0.991843189,0.166410968,0,0.093010439,0.272920518,0.220948792,-1.798632565,0.211765495,0,-0.039261012,-0.728267352,-1.020090265,0,0.9026834,0.964017948,0,0,0,0.055346646,0,0,0,0,0,-0.074381184,0,-0.010242225,0.249104266,0.038426635,0.048651304,-0.063963669,-1.059351277,-0.828302217,0.189467561,-0.533129192,0.05138356,0.128041209,0.011109735,0.313790139,0,-0.638974204,0,-0.384252884,1.12023534,0,-0.597253156,0.233848517,-0.063045298,0.013872602,0.156723576,0.015506672,0.083771476,0.095894024,0,-0.489263519,0,-0.941247261,-1.282977019,-0.25650672,-0.767528364,0,-0.253913324,0,-0.186538596,0
2021Q1,IN,20.13,-0.290709945,0.048176848,-0.221596222,-0.196392979,0,0.133347543,0.184878039,0.080854794,-0.093129311,0.168685157,0.011429149,0.143892013,0.406454906,0.028062362,0.068996601,0.084587268,0.016277926,0.074176475,0.067124445,0.361991161,-0.038450903,0.120000911,0.179104995,0.093926072,-0.003323447,-0.002499745,-0.031976623,0.063358637,0.131288742,0.096443716,-0.004682405,0.117862682,0.106511799,0.076685798,-0.048531154,0.183712184,-0.121022142,-0.067340502,-0.026482973,0.087898827,-0.117580327,0.190977405,0.036113715,0.106268525,0.087578547,-0.306264621,-0.010989507,0.114813802,0.008894933,0.453439625,0.04016319,0.258963645,0.441466282,0.230769546,0.162419051,0.018696489,0.038845821,0.07840847,0.013963647,0.148451674,0.095894024,0.217489951,0.150379762,-0.174633576,0.139286851,0.075559322,0.175838821,0.214575932,0.199972616,0.185459261,0.107768799,0.201908122,0.042590081,0.199875776,-0.102996297,0.199190761,0.298126095,0.017448186,-0.064869399,0.016532223,0.002009889,0.034156267,0.302994627,0.270433506,0.172876399,0.215920278,0.156857373,0,0.039261012,0.066780021,0,0,0,0.131233422,0.924846647,-0.480120527,-0.267987182,0.228521184,0,0.174497438,0.17544327,0.039261012,0.305430244,0.091503474,-0.044510464,0.23104906,-0.366204096,-0.23104906,0,0.207157574,0.366204096,0,0,0,0.106151244,0,0.366204096,0,3.911104408,0,-0.044510464,0,0.28053328,0.465781399,0.060773852,0.044510464,-0.291822912,-0.992571256,0.266169232,0.093709233,0.281579013,0.746015524,0.37643302,0.383446385,0.214346787,0.828302217,0.176709459,0,-1.155245301,0.23104906,-2.302585093,-0.828302217,0.623111216,0.029971709,0.219487208,-0.401324268,0.155329621,0.156667876,-0.247312448,-1.329661349,-0.044510464,-0.944404448,-0.138664654,-0.325104691,0.936711255,0.562132985,0,0.254868715,-0.366204096,-0.156667876,0
2021Q1,ID,-0.708,-0.883544396,0.230262711,-0.043284912,0.208034046,0,0.126057455,0.012488453,0.625833399,0.080045753,0.037909673,-0.283105537,0.061925264,-0.164046718,0.082726543,-0.004196117,0.165170967,0.443961299,-0.055625732,0.072868009,0.214534085,-0.08225503,0.015826611,0.026816247,0.040350878,0.116787537,-0.223131307,-0.009821964,-0.117449749,0.722110368,0.173610954,-0.027115213,0.008611211,0.021676489,0.535670501,-0.448964347,0.170022652,0.003421943,0.001107063,0.209130103,0.10948649,0.031462344,-0.169459087,0.13848229,0.037025742,0.012576272,-0.168236943,0.164443087,0.180490172,-0.03832036,-0.066890232,0.16129758,0.020353419,0.112515725,-0.040978561,0.055673001,-0.007903765,0.011835563,0.080804243,0.02565368,0.080323089,0.05172679,0.097131132,-0.056355306,-0.739323401,0.077459076,0.201055051,0.132743062,0.177881348,0.159624322,0.20314081,-0.131579189,-0.027172286,0.080004958,0.112833202,-0.020445034,0.138695009,-0.034025057,0.061092984,-0.027389479,-0.036440306,-0.663685303,0.288332479,0.270916684,0.010669626,-0.126311817,0.066348667,0.223247578,0,-0.571599476,0,0,0,0,-0.277309454,0.597253156,-1.252006252,-1.290400337,0.076336224,0,0.112157412,0.02987072,-0.060773852,0.46209812,0.154344987,-1.073550675,-0.147277584,0,0,-0.379811428,0,-0.135155036,0,0,0,-0.237783296,0,0.998577425,0,0,0,-0.23104906,0,-0.127664084,0.364304756,-0.663195071,-1.037838436,-0.060773852,0,-0.46209812,-0.128332259,-0.227265122,-0.231562592,-0.023382235,-0.478361508,-0.453658851,2.132309885,-0.206021458,0,-0.810554045,-0.343206472,-2.663719383,-0.732408192,0.23104906,0.344096549,1.29003524,-0.468971216,-0.235014957,-1.341027181,-1.094471449,0,0.280425791,0,-0.696075457,-0.937803572,0,0,0,-0.417587656,0,0,0
2021Q1,JP,-1.337,-0.282643724,-0.060072836,-0.056358777,-0.20322728,0,0.014817254,-0.005420174,0.047051119,-0.075180821,-0.031423018,-0.252102025,0.014572964,0.016067367,-0.060526572,-0.041570252,-0.04997686,0.07896099,0.005332793,0.011807008,-0.003236271,-0.121624796,-0.066356201,0.045181831,-0.085222248,-0.050461919,-0.060838146,-0.107659981,-0.053934752,0.05801981,-0.004526094,0.038443016,0.102767806,0.024733178,-0.032357136,-0.648197831,0.021974921,0.081817246,-0.103657196,-0.193247626,-0.027298759,-0.065450307,-0.077469507,-0.035290198,0.018600461,-0.042050428,-0.314553496,-0.06511034,0.037500304,-0.287587362,-0.053920699,-0.02779387,-8.88E-16,-0.045443431,0.001376464,-0.087007747,-0.003384124,0.009919813,0.089293148,0.005950469,-0.034250038,-0.147279326,0.042011254,-0.035753978,-0.072640781,0.060913369,0.028639942,0.086371875,0.090878119,-0.03383068,-0.000756716,-0.116945619,0.102667017,0.050207276,0.126923343,-0.663601823,0.06926267,0.002515735,-0.142764004,-0.026756694,-0.079227426,-0.201759842,0.099577303,-0.00658533,0.016921445,-0.036071195,0.111888979,0.166394771,0.144148379,-0.271790405,0.123435437,0,0,0,0.016127575,-0.028824267,-0.536723303,0,0.251515613,0,0.038610605,0.442195589,0.101048052,-0.904582741,0.173805096,-0.205316005,0.670767413,-0.597253156,-0.140404488,-0.694631964,-0.017829562,0,0,0,0,0,0,0,0,0,0,0,-0.270310072,0.133652537,-0.101339497,0.416395049,-0.060773852,-0.12606536,0,0,0.008928806,0.609116805,0.202045268,0.132046945,-0.128691306,-0.225027391,-0.963457253,0.225042892,0,-1.236074139,0.436663666,0,0,-0.531365227,0.069501348,-0.057845576,-0.2444512,0.163241817,-0.23104906,-1.993804737,0,-0.144150743,0,-1.04414459,-1.332121385,-0.083964322,-0.854983119,0,0.074381184,0,2.465152828,0
