date,countries,Events & Listings,Business Services,Entertainment Industry,Performing Arts,Recruitment & Staffing,Internet & Telecom,Autos & Vehicles,Office Supplies,Programming,Vehicle Brands,Bankruptcy,Finance,Vehicle Licensing & Registration,Credit & Lending,Insurance,Health Insurance,Commercial Lending,Real Estate,Food & Drink,College Financing,Legal Services,Restaurants,Home Financing,Architecture,Doctors' Offices,Auto Financing,Advertising & Marketing,Hospitals & Treatment Centers,Agriculture & Forestry,Veterinarians,Emergency Services,Forestry,Mental Health,Aquaculture,Travel Agencies & Services,Home & Garden,Grocery & Food Retailers,Fire & Security Services,Tobacco Products,Government,Real Estate Agencies,Footwear,Education,Shopping,Medical Facilities & Services,Travel,Printing & Publishing,Social Services,Hotels & Accommodations,Fuel Economy & Gas Prices,Computers & Electronics,Chemicals Industry,Sports,Apparel,Pharmacy,Professional & Trade Associations,Consumer Electronics,Computer Hardware,Luxury Goods,Industrial Materials & Equipment,Unwanted Body & Facial Hair Remova,Agricultural Equipment,Boats & Watercraft,Alcoholic Beverages,Construction & Maintenance,Retail Trade,Building Materials & Supplies,Pharmaceuticals & Biotech,Freight & Trucking,Civil Engineering,Transportation & Logistics,Maritime Transport,Construction Consulting & Contract,Distribution & Logistics,Aviation,Home Improvement,Jobs,Import & Export,Entertainment Media,Developer Jobs,Rail Transport,Gifts & Special Event Items,Food Production,Mail & Package Delivery,Home Appliances,Home Furnishings,Birthday,Birthday card,Employment agency,Unemployment benefits,Unemployment benefits in Texas,Unemployment benefits in France,"A World Without Work: Technology, Automation, and How We Should Respond",Recruitment,Military recruitment,Recruitment advertising,Civil service entrance examination,Investment,investment,Return on investment,Investment fund,Job interview,economic crisis,Unemployment,Unemployment insurance in Japan,Natural rate of unemployment,Financial crisis,Financial crisis of 2007–2008,1997 Asian financial crisis,Government debt,National debt of the United States,Bureau of the Fiscal Service,Office Space,Job Search,Job,Temporary Solutions,United States housing bubble,Housing in Israel,Capital Returns: Investing Through the Capital Cycle: A Money Manager’s Reports 2002-15,The Poor Had No Lawyers: Who Owns Scotland and How They Got it,House price index,Case–Shiller index,Mortgage loan,Mortgage law,Mortgage calculator,Fixed-rate mortgage,Crisis 1,Crisis 2,Crisis hotline,Loan,loan,Loanword,Interest,Interest rate,Student loan,Student Loan Fund,Affordable Housing 2,Affordable Housing 1,Recession,Gingival recession,Coronavirus recession,Global recession,Stock market crash,Force,Strength training,Bankruptcy.1,Online banking,Personal bankruptcy,"Chapter 7, Title 11, United States Code",Bankruptcy proceedings,Export,commercial building,Baggage,Hand luggage,Bag tag,Luggage carrier,"Mergers, Acquisitions, and Other Restructuring Activities: An Integrated Approach to Process, Tools, Cases, and Solutions",Foreclosure,Deed in lieu of foreclosure,Abandoned pets,2010 United States foreclosure crisis,AM,AU,AZ,BN,CN,GE,HK,ID,IN,JP,KG,KR,KZ,LK,MN,MY,NZ,PH,SG,TH,TW,VN
2021Q3,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.760709456884068,0.0,-0.9204432118436692,0.0,0.0,0.0,0.0,0.0,0.0,0.30600638946005015,-0.12879734592186476,0.0,-0.48966349965832484,-0.2419453035708287,0.0,0.0,-0.13691126599941894,0.0,-0.06886230481116211,-0.23697377781235734,0.0,0.0,-0.5109769492092981,0.0,0.0,0.0,0.0,0.0,0.0,-0.11621981484992505,0.0,0.0,0.0,-1.2907241291347304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13049018669199447,0.6080653203256792,0.0,0.0,0.0,0.0,0.10675266128566496,0.0,0.1134918428147827,0.0,-0.09401801348244343,0.0,0.0,-0.06195287379861048,0.0,0.0,0.6750031760061319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5353441849348404,0.0,-0.28512609882440665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1487781016629186,-0.05334389421390906,0.0,0.0,0.28892002888328494,0.0,-0.23632459112789592,-0.20435428054713844,0.0,0.232760555089401,0.22818729054367895,1.0186623328756503,0.0,0.0,0.0,0.10182379979886658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20992732834237723,0.0,0.0,0.916299123974592,0.0,0.0,0.0,0.0,0.0,-0.0408129305392851,0.0,0.113611555060004,-0.1264941436057949,0.0,0.0,0.0,0.0,0.17782502540829787,0.0,0.0,0.10205470996586588,0.0,0.0,0.0,-0.4522323995880806,0.0,0.15962766154452906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07389693665270552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427559265093355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q3,KR,0.0,0.0,0.0,0.0,0.0,0.0,0.09941232785275655,0.0,0.0678216119859878,0.035389905764245944,0.0,0.020891990311599162,0.0,0.0,0.0,0.0,0.0,0.0,0.047725804840057284,0.033834745831549884,0.0,0.04526183642267112,0.04733181506401607,0.0,-0.12246753179653003,-0.07737797398742496,0.010309285223499387,0.0,0.0,-0.1820790950212401,0.0,0.030204317913144152,0.0,0.019852155975866648,0.10317697893258115,0.0,0.0,0.0,0.0,0.0598491765046798,0.0,0.0,0.022499334450977404,0.014263533110949744,0.0,0.15581649260940256,0.0,0.0,0.631212559669764,0.0,0.0,0.0,0.15720526556832604,0.05607912303520379,0.0,0.0,0.0,0.0,0.025090109048957476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06772451381475597,0.0,0.016034325541676164,0.17895113306162003,0.07995789892574812,0.0,0.01681114976673026,0.0,0.0,-0.1699756072475096,0.0,0.036646791747563134,0.0,-0.12996834540708924,-0.08429648622659425,0.0,0.05593046995596751,0.0,0.0,0.0,0.12565000280809158,0.0,0.0,0.0,0.0,0.0,0.0,0.04678131941572827,0.11070865036624333,0.0,0.0,0.0,-0.05638979032252878,0.0,0.2063442630101222,0.27904536090520926,0.0,0.037698997749725294,0.06316618113710204,-0.09832611128654922,0.0,-0.06035102199336384,0.2182382179544491,0.0,0.0,0.0,0.08751784209767544,0.0,0.0,0.0,0.0,0.0,0.0,0.07797640252721538,0.19159752944810005,0.0,0.011117619464928508,0.0,0.0,0.0,0.0,-0.09210488091736735,0.0,0.0,0.0,0.0,0.0,0.006942612265161907,0.0,0.0,0.11918611606741969,0.06747586090168878,0.0,0.0,-0.11554280298002229,0.0454390729059122,0.1907263836209072,0.0,0.08124549715858276,-0.062742266505458,0.10134188475561912,0.0,0.0,0.0,0.0,0.0,0.0,-0.05631655739512298,0.0,0.0,0.025515335025141805,0.06437709278047032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7302461241236355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q3,TW,0.290654804145437,0.0,0.0,-0.11658136969938782,0.0,0.0,-0.14200453230819493,-0.05724108634227429,0.11001717150522616,-0.04991179886856345,0.12745261737005686,0.0,0.0,0.0,0.0,0.14052623175519796,-0.3200046213422688,0.0,0.08581416266382935,0.0,0.0,0.17354096189411694,-0.1923187919528794,-0.052125770242703096,0.0766315722872476,0.0,0.0,-0.08241664752456546,0.22686455454967364,0.0,0.0,0.0,0.0,0.0,-0.2977097811011137,0.0,0.0,0.0,0.0,-0.11218848281056171,0.0,0.0,0.12520849395435454,0.0,0.0,-0.8434872922539227,0.0,0.0,-0.8553745520615008,0.0,-0.15054242647193772,0.0,0.3458167622470386,-0.2145900583643811,-0.05697324951021028,0.0,0.0,-0.1464636991550435,0.08473675765417898,-0.06404473379281256,0.0,-0.14704754998285302,0.07671076501083862,0.0,0.0,-0.20636565604481316,0.0,0.0,0.0,0.0,0.0,2.9406166826728173,-0.16707459079100395,0.0,0.0,0.0,0.0,0.0,0.0,-0.03392594916391292,0.0,0.32541713222112684,0.0,-0.07244103218230696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2911382499831547,0.0
2021Q3,VN,0.0,0.0,0.0,-0.06219616034395248,0.0,0.0,-0.2001202700482061,0.0,0.0,-0.22391966202909064,0.0,0.0,0.0,0.0,0.0,-0.10016768594649683,0.0,-0.18228472168688636,0.0,-0.1162092613061283,0.0,0.4026772003106984,-0.37572255000314936,0.0,0.30060974994765477,0.0,0.0,0.0,-0.41817650664351813,0.0,0.0,0.0,0.0,0.0,-0.17843163011588548,0.0,0.0,0.0,0.0,0.0,0.3209643009674812,0.0,-0.41604134796642933,0.0,0.0,-0.48128007456454824,0.0,0.0,-1.0211169528371808,0.0,-0.42146613829175816,0.0,0.7124433420812473,-0.28368882208929413,0.0,0.0,-0.03862036756185283,-0.3871767502921166,0.0,0.0,0.0,0.0,0.0,-0.05260475368779449,0.0,0.0,-0.022149681493061735,-0.2504019776366757,0.0,-0.07667061137929565,0.0,-0.10446501973009426,-0.12765426964684323,-0.11093520989464878,-0.26408787151122093,-0.08021695585568711,-0.23596556431466453,0.0,-0.04717599861172239,0.0,0.0,-0.0807133086988463,0.0,-0.22401707910135205,-0.11239723688246617,0.0,0.0,0.0,0.0,-0.08931377822007946,0.0,0.0,0.0,-0.354000215527118,0.0,-0.1666249168018874,-0.655239091812498,0.0,0.0,0.0,-0.04218436957318783,0.29966271534553446,0.0,-0.4215104267569476,0.2764724555948028,-0.22217518710864326,0.0,0.0,0.0,0.0,-0.11022150869010927,0.0,0.0,0.0,-0.8132992814151523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31655175583918727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058857899247419354,0.0,0.0,0.0,-0.4352720632276359,0.0,0.0,0.0,0.0,0.0,-0.6099873979612465,-0.34048009974171123,-0.14456657676997864,-0.19740848659712995,0.0,-0.11534999025125803,0.0,-0.3560885393597282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.251571845505792
2021Q2,AM,0.03500947059602666,0.0,0.0,0.0,0.0,0.0,0.31246113727616187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08975160438271601,0.0,0.0,0.0,0.0,0.0,0.0,-0.3210590746924158,0.6304918114846103,0.0,0.0,0.3161380213152487,0.13788007379881417,0.0,0.10797216557080258,0.15504046314748932,0.0,0.0,0.030021663193892323,0.0,0.07697645577112411,0.0,0.0,0.02639607463412519,0.0,0.0912221949090215,0.0,0.0,0.12949899031198076,0.0,0.0,0.43386413609814944,0.13182556667573664,0.0,0.9695611672708018,0.5736986889419429,0.05796914182151092,0.0,0.46171306665331713,0.03134260826322732,0.0,0.0,0.014656242871696534,0.0,0.0,-0.24597015173966064,0.11354558712093077,-0.31039534709637984,0.0,0.0,0.05790522471623216,0.0,0.0,0.09012740204587555,-0.23630317568014236,-0.1533453618926064,0.0,0.9367318855869362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09578206112170351,0.0,0.1274148777384987,-0.17373989091983427,0.0,0.0,0.06453791884007654,0.0,0.0,0.0,0.08128419589302993,0.0,0.0,0.0,-0.20363031291141764,0.4104099160371115,0.24823774303094837,0.0,0.11308020866269253,0.0,0.0,0.0,0.47485273815937923,0.0,0.0,0.0,0.0,0.4183342881938863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07442735028956982,0.01856836615198265,0.0,0.0,0.0,0.0,0.08597832232823421,0.0,0.07256423838005865,0.0,0.20902202845193107,0.0,0.0,0.48034783058610886,0.0,0.0,0.0,0.055579777766121996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16433257443182825,0.0,0.0,0.0,0.0,0.07757672145547456,0.0,0.0,0.0,-0.3299122645352641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,AU,0.0,0.10217518988109653,0.0,0.0,0.0,0.0,0.0,0.0,0.23181783284173996,0.0,0.12949604487439093,0.0,0.0,0.0,0.034966714625092266,0.0,0.0,0.0,0.14762015034223364,0.11314613572979937,0.0,0.0,-0.4791091943418726,0.0,0.0,0.0,0.0,0.0,0.1942638879259837,0.0,0.0,0.0,0.0,0.05228845844495211,0.0,0.09340506211262234,0.0,0.0,0.0,0.37698868576159494,0.0,0.0,0.9629119955372332,0.0,0.0,0.280581314585433,0.0,0.1297319342312626,0.5201158622351176,0.0,0.3281758107919366,0.0,0.5199002354058946,0.0,0.0,0.0,0.10758211318883326,0.2506085737495294,0.125711027990425,0.0,0.0,0.0,0.03256085883382642,0.0,0.0740365030129766,0.0,0.0,0.10332468542483131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4082464196617934,0.0,0.14759210965233827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3349396115105554,0.970345109014568,0.0,0.27504919317802123,0.18658246817127289,-0.39929195365162506,0.0,0.4229524339216004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7586755816210493,0.0,0.0,0.1269602448270959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0998800110149114,0.0,0.0,0.0,0.18851541279334505,0.0,0.0,0.0,0.0,0.0,1.9230989849461455,-0.3520613368643817,0.0,0.0,0.0,0.08187286589666698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22473904619312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.22054461276087478,0.0,0.0,0.3720084832045396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05496121185656189,-0.2001504672109813,0.0,-0.2761533127282503,0.0,0.0,0.0,0.0,-0.13430574784321714,0.0,-0.39574776161602676,0.29404724225350976,0.0,0.0,0.0,0.0,0.13372041118670275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35940433359504587,0.0,0.0,0.5423155217792643,0.0,0.1899775967307349,0.8139983831969286,0.0,0.0,0.07171182032739365,0.6012254146852714,0.1265529358603188,0.0,0.0,0.0,-0.18982090563718934,0.0,0.0,0.0,0.0,0.13316138502878427,0.05439538937585653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07777953152603034,0.0985480053886385,0.0,0.0,0.0,0.28705580666843744,-0.18512037188453667,0.0,-0.17276838256357152,0.0,0.10875755608519455,-0.232796699797857,0.2602171901517707,0.0,0.0,0.0,0.0,0.05425101982860747,-0.14274243530774156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10352226057313119,0.0,0.0,0.0,0.46498979257109907,0.0,2.0474729533067992,0.0,0.0,0.0,0.0,0.0,0.0,-0.4006690418544776,0.0,0.0,0.0,0.09030128263310022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2228330469186912,0.0,0.1480758669472082,0.0,-0.16320784584220993,0.0,0.0,0.0,0.0,0.131555651923704,0.0,0.16453887210063511,0.3184343222690904,0.0,0.0,0.0,0.20865668284036776,0.0,0.0,0.0,0.0,0.0,-0.4448930530502673,0.0,0.22236397246719952,0.0,0.0,0.0,0.2142406840981521,0.0,0.0,0.3169001321436862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2569323408456281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,BN,-0.33817197761617446,-0.03999983714480382,0.0,-0.1383323743209237,0.0,0.0,-0.08427424822046725,0.0,0.3011517928536498,0.10736057916425246,0.0,0.0,0.0,0.0,0.0,0.11283739557107442,0.19487153796760315,0.0,0.13905763107844749,0.32072739484169843,0.0,-0.1444269359625775,-0.4428058252430512,-0.24303988350012973,-0.30310815854520157,-0.09671041740307618,0.0,-0.08730867513816976,0.20444949237181254,-0.11108021446732608,0.0,0.0,0.0,0.0,-0.0798483496510054,0.0,0.0,-0.12739661345604603,0.0,-0.3574324307473713,0.3747095593782208,0.0,0.4746046202167341,0.0,-0.030197208955416555,-0.1424423412968061,0.0,-0.13552907470883335,0.3304689288169237,0.08643281607324738,0.2912947051467454,0.0,1.0360856017218434,0.08707045441535821,0.0,0.0,0.0,0.22781976826137296,0.0,0.0,0.0,0.680515492620376,0.09988087900088594,0.0,0.0,0.2240484768183076,0.0,-0.27810911642743275,-0.13510386158759446,0.0,0.0,0.6738521606236545,0.32184171961773345,0.0,-0.12839356530555568,0.0,-0.2417743955418945,0.0,0.0,0.05182152219073166,-0.0680861141232757,-0.15338374368156016,-0.1550913454707199,0.12392874646248392,-0.22224931387927113,0.0,0.0,0.0,0.0,0.1177958903378642,0.0,0.0,0.0,0.12170003949162322,0.0,-0.752285736713658,0.0,-0.36058439156341704,0.0,-0.1624687438031781,0.43472596658249163,0.30681788685803335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361684887231357,0.0,-0.02124049686295859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630690260405049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10315245801494233,0.5034469720698158,0.10683931566641958,0.0,0.0,0.0,0.044388755539006564,0.0,0.0,0.0,0.0,0.12077374954807563,0.08549694739143021,0.0,-0.3113333813299066,0.0,-0.006612907111420485,0.0,0.0,0.0,-0.18832141017795534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.658756064461343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.13897168935831972,0.0,-1.4215021367394005,0.0,0.0,0.0,0.0,0.17755457537876296,0.0,0.0,0.0,0.0,-0.45417211943211366,-0.20656763506329578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4858668174869316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8743389390476388,0.0,0.0,0.06574535752176947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5480782455868503,0.0,0.0,0.0,0.0,0.0,0.0,0.1882219714336013,0.0,0.0,0.0,0.0,0.12633161171834795,0.0,0.0,0.7338828494471037,0.0,0.06483574033675255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12616103764357145,0.0,0.0,0.0,0.32409786710002586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10076716838019628,0.1269018294204789,0.0,0.0,0.0,0.0,0.0,0.9194493183165462,0.6391122473429571,0.0,-0.5059931650750749,0.14347737059648336,0.18788278668672498,0.37240345313518475,0.16456866959319516,-0.15473165760085972,0.0,0.0,0.0,0.0,0.0,0.12470703985063292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0926442920388582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36281737340793385,0.0,0.0,0.35325445771330455,0.0,-0.25414439852471205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7030080559061114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0516253008323071,0.0,0.0,0.15625437525408614,0.20697402665994602,0.0,0.06640626962035778,0.01241061111260322,0.0,0.0,0.0,0.08417998839381902,0.027575674879214418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360030918243476,0.0,0.15101226960262526,0.0,0.11110155007257472,0.0,0.0,0.0,0.008182598561758958,0.0,0.0,0.0,0.27626519557427276,0.0,0.0,0.7005528436702733,0.015588999176618046,0.0,0.20812264277994252,0.028131077165871154,0.05570759527521929,0.14388764354871952,0.02741090720899919,0.0,0.0,0.6986801130745857,0.05750922793837532,0.0,0.0,0.0,0.0,0.02042636668174813,0.0,0.0,0.0,0.0028026755554524385,0.0,0.0,0.19653538316421582,0.0,0.0,0.1982220782039441,0.021701569234174656,0.0,0.28200167120779884,0.14400570315858552,0.0,0.03211544512516973,0.0,0.515201930377831,0.0,0.0,0.2351179053087753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.879003391768478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39266086774401376,0.2980457116196433,0.0,0.0,0.2619452955744279,0.0,0.0,0.6586110718632074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677788813870329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10919858578781039,0.0,0.1065665323939875,0.0,0.0,0.0,0.03376765321288033,0.29889049711264626,0.0,0.17223084293277147,0.6288681349150025,0.0,1.6934715327219365,0.0,0.059952202161131396,0.0,0.0,0.0,0.0,0.042666584080111036,0.5512885332344659,0.0,0.0,0.0,0.0,0.0,0.1085127136311943,0.0,0.43957487939301476,0.7821239187964135,0.0,0.019788058421791987,0.0,0.21458323054235784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39393427834265893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
